,firstname,lastname,title,birthplace,birthdate,deathday,fraktion,jobs,total_speeches,sessions_attended,Beifall_party,Beifall_person,Beifall_total,Beifall_person_other_party_speaker,Beifall_while_speaker,Beifall_per_speaker,Zwischenruf_party,Zwischenruf_person,Zwischenruf_total,Zwischenruf_person_other_party_speaker,Zwischenruf_while_speaker,Zwischenruf_per_speaker,Lachen_party,Lachen_person,Lachen_total,Lachen_person_other_party_speaker,Lachen_while_speaker,Lachen_per_speaker,Zuruf_party,Zuruf_person,Zuruf_total,Zuruf_person_other_party_speaker,Zuruf_while_speaker,Zuruf_per_speaker,Widerspruch_party,Widerspruch_person,Widerspruch_total,Widerspruch_person_other_party_speaker,Widerspruch_while_speaker,Widerspruch_per_speaker,Heiterkeit_party,Heiterkeit_person,Heiterkeit_total,Heiterkeit_person_other_party_speaker,Heiterkeit_while_speaker,Heiterkeit_per_speaker
11004449,hubertus,zdebel,,Elten (jetzt Emmerich),29.10.1954,,5.0,['Journalist'],13,167,20866,11,20877,0,92,7.076923076923077,776,0,776,0,27,2.076923076923077,304,0,304,0,1,0.07692307692307693,416,1,417,0,1,0.07692307692307693,196,0,196,0,0,0.0,138,0,138,0,1,0.07692307692307693
11004450,tobias,zech,,Trostberg,09.07.1981,,0.0,['Geschäftsführer'],7,235,43455,0,43455,0,30,4.285714285714286,1159,3,1162,0,32,4.571428571428571,366,0,366,0,0,0.0,237,0,237,0,5,0.7142857142857143,175,0,175,0,0,0.0,683,0,683,0,6,0.8571428571428571
11004452,emmi,zeulner,,Lichtenfels,27.03.1987,,0.0,['Examinierte Gesundheits-und Krankenpflegerin'],40,225,41685,25,41710,0,189,4.725,1113,34,1147,0,85,2.125,358,0,358,0,2,0.05,219,0,219,0,10,0.25,161,0,161,0,1,0.025,648,0,648,0,5,0.125
11004453,stefan,zierke,,Prenzlau,05.12.1970,,1.0,"['Werkzeugmacher', 'Touristikfachwirt']",0,239,45205,0,45205,0,0,,1433,0,1433,0,0,,622,0,622,0,0,,594,0,594,0,0,,280,0,280,0,0,,593,0,593,0,0,
11004454,pia,zimmermann,,Braunschweig,17.09.1956,,5.0,['Mediengestalterin'],21,143,18069,6,18075,0,125,5.9523809523809526,659,20,679,0,23,1.0952380952380953,275,0,275,0,0,0.0,375,3,378,0,2,0.09523809523809523,170,0,170,0,0,0.0,113,0,113,0,0,0.0
11004603,jens,zimmermann,Dr.,Groß-Umstadt,09.09.1981,,1.0,['Diplom-Kaufmann'],56,239,45205,12,45217,0,299,5.339285714285714,1433,152,1585,0,147,2.625,622,1,623,1,1,0.017857142857142856,594,10,604,0,19,0.3392857142857143,280,0,280,0,2,0.03571428571428571,593,0,593,0,5,0.08928571428571429
11004604,kordula,kovac,,"Welschen, Ennest",22.10.1957,,0.0,['Geschäftsführerin'],0,237,43801,0,43801,0,0,,1165,0,1165,0,0,,378,0,378,0,0,,239,0,239,0,0,,174,0,174,0,0,,689,0,689,0,0,
11004605,christian,petry,,Neunkirchen,15.03.1965,,1.0,['Dipl. Verwaltungswirt'],35,226,42739,68,42807,0,165,4.714285714285714,1372,145,1517,0,101,2.8857142857142857,584,1,585,1,4,0.11428571428571428,558,5,563,0,11,0.3142857142857143,269,0,269,0,2,0.05714285714285714,562,0,562,0,3,0.08571428571428572
11004613,norbert,mueller,,Wriezen,10.02.1986,,5.0,['Student'],53,236,29764,46,29810,0,287,5.415094339622642,1149,182,1331,0,116,2.188679245283019,440,0,440,0,6,0.11320754716981132,666,39,705,0,14,0.2641509433962264,255,0,255,0,0,0.0,229,0,229,0,3,0.05660377358490566
11004614,angelika,gloeckner,,Pirmasens,05.02.1962,,1.0,"['Verwaltungsfachwirtin', 'Betriebswirtin VWA']",34,237,44885,4,44889,0,203,5.970588235294118,1426,8,1434,0,77,2.264705882352941,618,0,618,0,3,0.08823529411764706,593,1,594,0,10,0.29411764705882354,280,0,280,0,0,0.0,589,0,589,0,0,0.0
11004617,ronja,schmitt,,Esslingen,03.05.1989,,0.0,['Volkswirtin'],14,239,44253,0,44253,0,77,5.5,1180,0,1180,0,60,4.285714285714286,379,0,379,0,1,0.07142857142857142,239,0,239,0,4,0.2857142857142857,176,0,176,0,1,0.07142857142857142,696,0,696,0,0,0.0
11004622,sarah,ryglewski,,Köln,31.01.1983,,1.0,['Dipl.- Politologin'],27,233,43823,11,43834,0,161,5.962962962962963,1399,1,1400,0,59,2.185185185185185,603,0,603,0,2,0.07407407407407407,575,0,575,0,2,0.07407407407407407,273,0,273,0,0,0.0,584,0,584,0,2,0.07407407407407407
11004645,markus,uhl,,Köln,31.10.1979,,0.0,['Dipl.-Kaufmann'],21,239,44253,4,44257,0,99,4.714285714285714,1180,2,1182,0,29,1.380952380952381,379,0,379,0,1,0.047619047619047616,239,1,240,0,4,0.19047619047619047,176,0,176,0,0,0.0,696,0,696,0,2,0.09523809523809523
11004650,michael,abercron,Dr.,Ehlerstorf,17.11.1952,,0.0,['Dipl.-Agraringenieur'],15,233,43129,2,43131,0,65,4.333333333333333,1148,1,1149,0,55,3.6666666666666665,361,0,361,0,2,0.13333333333333333,236,0,236,0,7,0.4666666666666667,172,0,172,0,0,0.0,679,0,679,0,1,0.06666666666666667
11004651,doris,achelwilm,,Thuine,30.11.1976,,5.0,['Angestellte'],56,238,29943,19,29962,0,374,6.678571428571429,1157,1,1158,0,122,2.1785714285714284,439,1,440,1,2,0.03571428571428571,670,0,670,0,3,0.05357142857142857,259,0,259,0,2,0.03571428571428571,231,0,231,0,3,0.05357142857142857
11004652,grigorios,aggelidis,,Hannover,19.08.1965,,3.0,"['Vermögensverwalter', 'Bankkaufmann']",45,239,27889,121,28010,0,224,4.977777777777778,1047,192,1239,0,57,1.2666666666666666,309,0,309,0,1,0.022222222222222223,243,16,259,0,4,0.08888888888888889,106,0,106,0,2,0.044444444444444446,415,0,415,0,2,0.044444444444444446
11004653,goekay,akbulut,,Pinarbaşi,16.11.1982,,5.0,['Sozialwissenschaftlerin'],37,234,29465,11,29476,0,225,6.081081081081081,1138,84,1222,0,127,3.4324324324324325,433,0,433,0,7,0.1891891891891892,658,7,665,0,7,0.1891891891891892,257,0,257,0,2,0.05405405405405406,229,0,229,0,0,0.0
11004654,renata,alt,,Skalica,27.08.1965,,3.0,['Dipl.-Chemieingenieurin'],20,238,27796,7,27803,0,119,5.95,1042,7,1049,0,31,1.55,308,0,308,0,0,0.0,243,2,245,0,2,0.1,106,0,106,0,0,0.0,415,0,415,0,2,0.1
11004655,norbert,altenkamp,,Marl,27.07.1972,,0.0,"['Dipl.-Volkswirt', 'Bürgermeister']",11,228,42103,4,42107,0,55,5.0,1115,11,1126,0,20,1.8181818181818181,373,0,373,0,0,0.0,230,0,230,0,2,0.18181818181818182,170,0,170,0,0,0.0,676,0,676,0,0,0.0
11004656,philipp,amthor,,Ueckermünde,10.11.1992,,0.0,['Jurist'],72,239,44253,8,44261,0,547,7.597222222222222,1180,218,1398,0,582,8.083333333333334,379,5,384,5,34,0.4722222222222222,239,5,244,0,74,1.0277777777777777,176,0,176,0,21,0.2916666666666667,696,0,696,0,18,0.25
11004659,lisa,badum,,Forchheim,02.10.1983,,2.0,['Politikwissenschaftlerin'],38,236,31273,25,31298,0,141,3.710526315789474,945,132,1077,0,124,3.263157894736842,588,3,591,3,2,0.05263157894736842,698,49,747,0,12,0.3157894736842105,289,1,290,0,1,0.02631578947368421,370,1,371,0,1,0.02631578947368421
11004660,simone,barrientos,,Lutherstadt Eisleben,05.10.1963,,5.0,"['Elektrikerin', 'Gebrauchswerberin', 'Verlegerin']",31,231,28939,69,29008,0,173,5.580645161290323,1105,132,1237,0,116,3.7419354838709675,432,11,443,11,8,0.25806451612903225,637,10,647,0,11,0.3548387096774194,253,0,253,0,4,0.12903225806451613,214,1,215,0,3,0.0967741935483871
11004661,nicole,bauer,,Vilsbiburg,19.03.1987,,3.0,['Wirtschaftsingenieurin'],50,238,27729,12,27741,0,243,4.86,1040,16,1056,0,44,0.88,309,0,309,0,2,0.04,238,3,241,0,8,0.16,104,0,104,0,2,0.04,415,1,416,0,5,0.1
11004662,bernd,baumann,Dr.,Herne,31.01.1958,,4.0,,39,233,20697,10,20707,0,229,5.871794871794871,2961,854,3815,0,228,5.846153846153846,873,7,880,7,12,0.3076923076923077,855,15,870,0,43,1.1025641025641026,258,1,259,0,8,0.20512820512820512,141,2,143,0,2,0.05128205128205128
11004663,margarete,bause,,Wertheim,19.01.1959,,2.0,['Dipl.-Soziologin'],22,237,31439,30,31469,0,130,5.909090909090909,945,21,966,0,3,0.13636363636363635,587,0,587,0,0,0.0,693,3,696,0,2,0.09090909090909091,286,0,286,0,0,0.0,370,0,370,0,0,0.0
11004664,danyal,bayaz,Dr.,Heidelberg,15.10.1983,,2.0,['Unternehmensberater'],30,231,30374,5,30379,0,177,5.9,914,11,925,0,62,2.066666666666667,565,0,565,0,1,0.03333333333333333,675,1,676,0,2,0.06666666666666667,287,0,287,0,0,0.0,356,0,356,0,2,0.06666666666666667
11004665,canan,bayram,,Malatya,11.02.1966,,2.0,['Rechtsanwältin'],66,239,31632,40,31672,0,360,5.454545454545454,953,259,1212,0,208,3.1515151515151514,590,1,591,1,2,0.030303030303030304,698,12,710,0,12,0.18181818181818182,291,1,292,0,0,0.0,372,2,374,0,3,0.045454545454545456
11004666,jens,beeck,,Münster (Westf.),19.09.1969,,3.0,['Rechtsanwalt'],31,236,27604,36,27640,0,161,5.193548387096774,1043,17,1060,0,70,2.2580645161290325,304,0,304,0,4,0.12903225806451613,238,0,238,0,6,0.1935483870967742,106,0,106,0,2,0.06451612903225806,409,0,409,0,1,0.03225806451612903
11004667,olaf,in der beek,,Bochum,31.07.1967,,3.0,['selbst. Unternehmer'],32,236,27460,18,27478,0,162,5.0625,1032,6,1038,0,32,1.0,304,0,304,0,1,0.03125,243,0,243,0,3,0.09375,106,0,106,0,2,0.0625,413,0,413,0,0,0.0
11004668,nicola,beer,,Wiesbaden,23.01.1970,,3.0,['Rechtsanwältin'],18,239,27889,3,27892,0,124,6.888888888888889,1047,52,1099,0,35,1.9444444444444444,309,1,310,1,2,0.1111111111111111,243,1,244,0,7,0.3888888888888889,106,0,106,0,0,0.0,415,0,415,0,1,0.05555555555555555
11004669,marc,bernhard,,Reutlingen,05.02.1972,,4.0,"['Rechtsanwalt', 'Volljurist']",62,229,20419,1,20420,0,339,5.467741935483871,2921,89,3010,0,344,5.548387096774194,854,3,857,3,5,0.08064516129032258,835,10,845,0,35,0.5645161290322581,253,2,255,0,6,0.0967741935483871,138,0,138,0,0,0.0
11004670,melanie,bernstein,,Buchholz in der Nordheide,28.09.1976,,0.0,"['Kulturwissenschaftlerin', 'Geschäftsführerin']",17,239,44253,5,44258,0,94,5.529411764705882,1180,0,1180,0,59,3.4705882352941178,379,0,379,0,1,0.058823529411764705,239,0,239,0,1,0.058823529411764705,176,0,176,0,0,0.0,696,0,696,0,1,0.058823529411764705
11004671,christoph,bernstiel,,Bernburg,08.02.1984,,0.0,['Politikwissenschaftler (M. A.)'],46,237,43971,3,43974,0,225,4.891304347826087,1172,183,1355,0,211,4.586956521739131,378,1,379,1,8,0.17391304347826086,239,2,241,0,23,0.5,176,0,176,0,4,0.08695652173913043,692,0,692,0,3,0.06521739130434782
11004672,lorenz,beutin,,Hamburg,18.07.1978,,5.0,['Historiker'],79,223,27916,44,27960,0,486,6.151898734177215,1065,101,1166,0,269,3.4050632911392404,407,0,407,0,14,0.17721518987341772,606,5,611,0,23,0.2911392405063291,242,0,242,0,6,0.0759493670886076,215,0,215,0,3,0.0379746835443038
11004673,marc,biadacz,,Böblingen,03.09.1979,,0.0,['Sozialwissenschaftler M.A.'],14,238,44074,3,44077,0,68,4.857142857142857,1179,3,1182,0,59,4.214285714285714,378,0,378,0,2,0.14285714285714285,239,0,239,0,3,0.21428571428571427,176,0,176,0,0,0.0,695,0,695,0,2,0.14285714285714285
11004674,andreas,bleck,,Neuwied,17.04.1988,,4.0,['Büroleiter'],20,236,20900,8,20908,0,142,7.1,2979,113,3092,0,53,2.65,875,4,879,4,2,0.1,853,15,868,0,8,0.4,257,2,259,0,1,0.05,144,1,145,0,1,0.05
11004675,peter,boehringer,,Schwäbisch Gmünd,06.04.1969,,4.0,"['Dipl.-Kaufmann', 'Dipl.-Informatiker', 'Wirtschaftspublizist']",61,239,21170,20,21190,0,479,7.852459016393443,3030,190,3220,0,355,5.819672131147541,885,6,891,6,8,0.13114754098360656,880,16,896,0,22,0.36065573770491804,261,2,263,0,6,0.09836065573770492,144,0,144,0,5,0.08196721311475409
11004676,jens,brandenburg,Dr.,Simmerath,08.03.1986,,3.0,['Unternehmensberater'],58,239,27889,55,27944,0,326,5.620689655172414,1047,149,1196,0,116,2.0,309,0,309,0,3,0.05172413793103448,243,12,255,0,15,0.25862068965517243,106,0,106,0,1,0.017241379310344827,415,0,415,0,2,0.034482758620689655
11004677,mario,brandenburg,,Bad Bergzabern,03.10.1983,,3.0,['Wirtschaftsinformatiker'],20,237,27672,25,27697,0,126,6.3,1041,25,1066,0,17,0.85,307,1,308,1,1,0.05,242,0,242,0,3,0.15,106,0,106,0,0,0.0,414,1,415,0,5,0.25
11004678,stephan,brandner,,Herten,29.05.1966,,4.0,"['Rechtsanwalt', 'Industriekaufmann']",97,239,21170,11,21181,0,464,4.783505154639175,3030,1702,4732,0,673,6.938144329896907,885,9,894,8,54,0.5567010309278351,880,57,937,0,84,0.865979381443299,261,3,264,0,15,0.15463917525773196,144,1,145,0,8,0.08247422680412371
11004679,michel,brandt,,Achim,14.07.1990,,5.0,['Schauspieler'],11,218,27739,6,27745,0,105,9.545454545454545,1068,121,1189,0,32,2.909090909090909,412,0,412,0,2,0.18181818181818182,617,13,630,0,6,0.5454545454545454,237,0,237,0,0,0.0,204,0,204,0,0,0.0
11004680,juergen,braun,,Bergneustadt,25.08.1961,,4.0,['Jurist'],44,239,21170,52,21222,0,264,6.0,3030,1193,4223,0,502,11.409090909090908,885,23,908,22,31,0.7045454545454546,880,61,941,0,37,0.8409090909090909,261,5,266,0,10,0.22727272727272727,144,2,146,0,1,0.022727272727272728
11004681,silvia,breher,,Löningen,23.07.1973,,0.0,"['Rechtsanwältin', 'Volljuristin']",22,234,43372,1,43373,0,123,5.590909090909091,1162,0,1162,0,77,3.5,368,0,368,0,0,0.0,236,0,236,0,4,0.18181818181818182,172,0,172,0,1,0.045454545454545456,688,0,688,0,0,0.0
11004682,sebastian,brehm,,Nürnberg,18.10.1971,,0.0,['Steuerberater'],107,239,44253,12,44265,0,596,5.570093457943925,1180,290,1470,0,395,3.691588785046729,379,0,379,0,7,0.06542056074766354,239,4,243,0,19,0.17757009345794392,176,0,176,0,7,0.06542056074766354,696,0,696,0,8,0.07476635514018691
11004683,leni,breymaier,,Ulm,26.04.1960,,1.0,['Einzelhandelskauffrau'],30,234,44291,59,44350,0,169,5.633333333333334,1402,78,1480,0,86,2.8666666666666667,613,18,631,17,3,0.1,580,24,604,0,3,0.1,276,1,277,0,0,0.0,583,1,584,0,6,0.2
11004684,carsten,brodesser,Dr.,Lindlar,05.09.1967,,0.0,['Ltd. Angestellter'],9,239,44253,3,44256,0,39,4.333333333333333,1180,5,1185,0,42,4.666666666666667,379,0,379,0,0,0.0,239,0,239,0,3,0.3333333333333333,176,0,176,0,0,0.0,696,0,696,0,4,0.4444444444444444
11004686,katrin,budde,,Magdeburg,13.04.1965,,1.0,['Dipl.-Ing. für Arbeitsgestaltung'],29,239,45205,32,45237,0,177,6.103448275862069,1433,20,1453,0,47,1.6206896551724137,622,0,622,0,0,0.0,594,0,594,0,8,0.27586206896551724,280,0,280,0,0,0.0,593,0,593,0,5,0.1724137931034483
11004687,marcus,buehl,,Ilmenau,29.04.1977,,4.0,['Dipl.-Informatiker (M. Sc.) (FH)'],16,239,21170,0,21170,0,81,5.0625,3030,0,3030,0,28,1.75,885,0,885,0,1,0.0625,880,0,880,0,4,0.25,261,0,261,0,0,0.0,144,0,144,0,0,0.0
11004688,birke,bull-bischoff,Dr.,Weißenfels,09.11.1963,,5.0,"['Erziehungswissenschaftlerin', 'Soziologin']",46,238,29875,42,29917,0,286,6.217391304347826,1153,93,1246,0,84,1.826086956521739,440,0,440,0,1,0.021739130434782608,669,18,687,0,2,0.043478260869565216,257,0,257,0,1,0.021739130434782608,232,0,232,0,1,0.021739130434782608
11004690,karlheinz,busen,,Gronau (Westf.),05.04.1951,,3.0,['Bauingenieur'],20,222,25935,17,25952,0,102,5.1,972,70,1042,0,74,3.7,297,4,301,4,1,0.05,225,2,227,0,7,0.35,99,2,101,0,0,0.0,381,0,381,0,1,0.05
11004691,matthias,buettner,,Stendal,04.11.1990,,4.0,['Informatiker'],1,233,20673,0,20673,0,7,7.0,2968,0,2968,0,3,3.0,865,0,865,0,0,0.0,845,0,845,0,0,0.0,258,0,258,0,1,1.0,142,0,142,0,0,0.0
11004692,petr,bystron,,Olmütz,30.11.1972,,4.0,['Unternehmer'],35,232,20574,27,20601,0,134,3.8285714285714287,2951,59,3010,0,181,5.171428571428572,861,1,862,1,13,0.37142857142857144,862,9,871,0,26,0.7428571428571429,252,0,252,0,7,0.2,139,0,139,0,2,0.05714285714285714
11004693,joerg,cezanne,,Frankfurt am Main,08.06.1958,,5.0,['Geschäftsführer'],72,238,29972,48,30020,0,460,6.388888888888889,1160,37,1197,0,169,2.3472222222222223,439,0,439,0,0,0.0,670,0,670,0,9,0.125,259,0,259,0,1,0.013888888888888888,231,0,231,0,4,0.05555555555555555
11004694,anna,christmann,Dr.,Hannover,24.09.1983,,2.0,['Politikwissenschaftlerin'],40,223,29171,19,29190,0,214,5.35,869,43,912,0,60,1.5,552,1,553,1,1,0.025,636,4,640,0,2,0.05,265,0,265,0,2,0.05,356,0,356,0,0,0.0
11004695,tino,chrupalla,,Weißwasser,14.04.1975,,4.0,"['Maler', 'Lackier mit Meistertitel']",40,232,20608,4,20612,0,272,6.8,2955,241,3196,0,207,5.175,877,5,882,5,10,0.25,853,8,861,0,26,0.65,256,1,257,0,4,0.1,141,0,141,0,3,0.075
11004696,joana,cotar,,Pitesti,06.04.1973,,,['Magister Artium'],36,228,0,4,4,0,262,7.277777777777778,0,22,22,0,182,5.055555555555555,0,1,1,1,12,0.3333333333333333,0,7,7,0,7,0.19444444444444445,0,1,1,0,2,0.05555555555555555,0,0,0,0,1,0.027777777777777776
11004697,carl-julius,cronenberg,,Arnsberg,30.07.1962,,3.0,['Unternehmer'],44,238,27784,4,27788,0,301,6.840909090909091,1037,3,1040,0,111,2.522727272727273,306,0,306,0,1,0.022727272727272728,243,0,243,0,8,0.18181818181818182,106,0,106,0,2,0.045454545454545456,414,0,414,0,3,0.06818181818181818
11004698,gottfried,curio,Dr.,Berlin,02.09.1960,,4.0,['Physiker'],66,238,21094,0,21094,0,367,5.5606060606060606,3018,25,3043,0,346,5.242424242424242,884,0,884,0,20,0.30303030303030304,880,2,882,0,47,0.7121212121212122,260,0,260,0,12,0.18181818181818182,144,0,144,0,6,0.09090909090909091
11004699,astrid,damerow,,Bonndorf,30.03.1958,,0.0,"['Bankkauffrau', 'Business Coach']",16,227,41932,1,41933,0,81,5.0625,1113,5,1118,0,52,3.25,363,0,363,0,1,0.0625,232,0,232,0,2,0.125,169,0,169,0,0,0.0,643,0,643,0,2,0.125
11004700,britta,dassler,,Jülich,22.07.1964,,3.0,['Unternehmerin'],12,229,26770,7,26777,0,58,4.833333333333333,1006,2,1008,0,17,1.4166666666666667,298,0,298,0,0,0.0,233,0,233,0,2,0.16666666666666666,104,0,104,0,0,0.0,404,0,404,0,0,0.0
11004701,esther,dilcher,,Hofgeismar,18.09.1965,,1.0,"['Rechtsanwältin', 'Notarin']",25,233,44096,6,44102,0,107,4.28,1403,8,1411,0,68,2.72,609,0,609,0,1,0.04,584,1,585,0,4,0.16,276,0,276,0,0,0.0,587,0,587,0,2,0.08
11004703,anke,domscheit-berg,,Premnitz,17.02.1968,,5.0,['Publizistin'],45,211,26508,33,26541,0,288,6.4,1027,47,1074,0,99,2.2,398,1,399,1,5,0.1111111111111111,582,15,597,0,5,0.1111111111111111,227,0,227,0,1,0.022222222222222223,205,0,205,0,11,0.24444444444444444
11004704,siegbert,droese,,Leipzig,07.06.1969,,4.0,['Hotelkaufmann'],10,232,20639,10,20649,0,35,3.5,2977,35,3012,0,17,1.7,862,0,862,0,2,0.2,848,1,849,0,0,0.0,254,0,254,0,0,0.0,142,0,142,0,0,0.0
11004705,christian,duerr,,Delmenhorst,18.04.1977,,3.0,['Dipl.-Ökonom'],59,230,27036,47,27083,0,371,6.288135593220339,1015,1244,2259,0,289,4.898305084745763,302,9,311,9,5,0.0847457627118644,236,54,290,0,25,0.423728813559322,105,4,109,0,3,0.05084745762711865,397,2,399,0,2,0.03389830508474576
11004706,hartmut,ebbing,,Berlin,13.05.1956,,3.0,"['Bankkaufmann', 'Dipl.-Kaufmann']",21,237,27665,13,27678,0,106,5.0476190476190474,1039,2,1041,0,52,2.4761904761904763,308,0,308,0,2,0.09523809523809523,241,0,241,0,3,0.14285714285714285,105,0,105,0,0,0.0,411,0,411,0,5,0.23809523809523808
11004707,thomas,ehrhorn,,Helmstedt,20.03.1959,,4.0,['Pilot'],32,227,20111,6,20117,0,170,5.3125,2896,75,2971,0,234,7.3125,860,0,860,0,24,0.75,831,7,838,0,19,0.59375,250,1,251,0,15,0.46875,134,0,134,0,2,0.0625
11004708,berengar,elsner gronow,,Bad Godesberg (jetzt Bonn),07.01.1978,,4.0,['eCommerce Manager'],20,239,21170,0,21170,0,88,4.4,3030,0,3030,0,40,2.0,885,0,885,0,1,0.05,880,0,880,0,1,0.05,261,0,261,0,0,0.0,144,0,144,0,0,0.0
11004709,thomas,erndl,,Osterhofen,22.07.1974,,0.0,['Dipl.-Ing. Elektrotechnik (FH)'],56,237,43948,2,43950,0,198,3.5357142857142856,1174,2,1176,0,90,1.6071428571428572,375,0,375,0,2,0.03571428571428571,238,0,238,0,8,0.14285714285714285,176,0,176,0,1,0.017857142857142856,694,0,694,0,2,0.03571428571428571
11004710,wiebke,esdar,Dr.,Bielefeld,11.02.1984,,1.0,['Dipl.-Psychologin'],42,199,37987,36,38023,0,258,6.142857142857143,1236,60,1296,0,141,3.357142857142857,512,0,512,0,1,0.023809523809523808,505,3,508,0,5,0.11904761904761904,242,0,242,0,1,0.023809523809523808,478,0,478,0,2,0.047619047619047616
11004711,michael,espendiller,Dr.,Leonberg,05.05.1989,,4.0,['Mathematiker'],31,230,20363,1,20364,0,154,4.967741935483871,2880,20,2900,0,211,6.806451612903226,861,0,861,0,16,0.5161290322580645,856,1,857,0,14,0.45161290322580644,248,0,248,0,0,0.0,137,0,137,0,1,0.03225806451612903
11004712,marcus,faber,Dr.,Stendal,04.02.1984,,3.0,['Politikwissenschaftler'],25,235,27445,13,27458,0,116,4.64,1031,92,1123,0,72,2.88,306,0,306,0,1,0.04,233,2,235,0,9,0.36,105,0,105,0,2,0.08,411,0,411,0,2,0.08
11004713,yasmin,fahimi,,Hannover,25.12.1967,,1.0,['Dipl.-Chemikerin'],29,231,43838,8,43846,0,173,5.9655172413793105,1396,88,1484,0,104,3.586206896551724,605,4,609,4,3,0.10344827586206896,584,6,590,0,5,0.1724137931034483,271,0,271,0,2,0.06896551724137931,565,0,565,0,2,0.06896551724137931
11004714,peter,felser,,Dillingen a. d. Donau,20.09.1969,,4.0,"['Unternehmer', 'Pädagoge', 'Politiker']",23,226,20065,1,20066,0,100,4.3478260869565215,2903,2,2905,0,55,2.391304347826087,854,0,854,0,4,0.17391304347826086,824,0,824,0,6,0.2608695652173913,250,0,250,0,1,0.043478260869565216,137,0,137,0,0,0.0
11004715,susanne,ferschl,,Schwaz,10.03.1973,,5.0,"['Chemielaborantin', 'Mediatorin']",60,230,28633,9,28642,0,486,8.1,1089,140,1229,0,187,3.1166666666666667,419,1,420,1,9,0.15,621,16,637,0,11,0.18333333333333332,252,4,256,0,4,0.06666666666666667,216,0,216,0,1,0.016666666666666666
11004716,daniel,foest,,Schweinfurt,10.08.1976,,3.0,['Selbstständiger Unternehmer'],36,224,26076,27,26103,0,233,6.472222222222222,968,111,1079,0,167,4.638888888888889,292,0,292,0,7,0.19444444444444445,233,8,241,0,13,0.3611111111111111,97,0,97,0,0,0.0,380,0,380,0,5,0.1388888888888889
11004717,brigitte,freihold,,Kaiserslautern,09.04.1955,,5.0,['Lehrerin'],13,170,21252,0,21252,0,73,5.615384615384615,784,1,785,0,21,1.6153846153846154,323,0,323,0,0,0.0,436,0,436,0,0,0.0,201,0,201,0,0,0.0,148,0,148,0,1,0.07692307692307693
11004719,dietmar,friedhoff,,Hagen,18.06.1966,,4.0,"['Dipl.-Ingenieur', 'Vertriebstrainer', 'Gebäudesystemdesigner']",35,236,20930,1,20931,0,124,3.5428571428571427,2997,35,3032,0,88,2.5142857142857142,875,0,875,0,4,0.11428571428571428,865,1,866,0,11,0.3142857142857143,256,0,256,0,2,0.05714285714285714,141,0,141,0,1,0.02857142857142857
11004720,anton,friesen,Dr.,"Uspenska, Kasachstan",15.06.1985,,4.0,['wiss. Mitarbeiter'],35,234,20779,12,20791,0,174,4.9714285714285715,2976,8,2984,0,113,3.2285714285714286,872,0,872,0,11,0.3142857142857143,856,0,856,0,12,0.34285714285714286,259,0,259,0,1,0.02857142857142857,141,0,141,0,1,0.02857142857142857
11004721,markus,frohnmaier,,Craiova,25.02.1991,,4.0,['Pressesprecher'],43,235,20878,1,20879,0,188,4.372093023255814,2976,74,3050,0,220,5.116279069767442,872,1,873,1,15,0.3488372093023256,873,8,881,0,27,0.627906976744186,260,0,260,0,7,0.16279069767441862,143,0,143,0,2,0.046511627906976744
11004722,goetz,froemming,Dr.,Eutin,30.08.1968,,4.0,['Studiendirektor'],75,238,21107,20,21127,0,388,5.173333333333333,3025,445,3470,0,350,4.666666666666667,880,3,883,3,28,0.37333333333333335,874,16,890,0,44,0.5866666666666667,259,0,259,0,9,0.12,143,0,143,0,2,0.02666666666666667
11004723,sylvia,gabelmann,,Bad Homburg v. d. Höhe,07.09.1958,,5.0,['Apothekerin'],5,134,17056,1,17057,0,23,4.6,607,1,608,0,2,0.4,254,0,254,0,0,0.0,353,1,354,0,0,0.0,171,0,171,0,0,0.0,100,0,100,0,0,0.0
11004724,alexander,gauland,Dr.,Chemnitz,20.02.1941,,4.0,['Publizist'],43,228,20217,46,20263,0,484,11.255813953488373,2876,1250,4126,0,322,7.488372093023256,867,62,929,59,17,0.3953488372093023,850,18,868,0,42,0.9767441860465116,251,2,253,0,7,0.16279069767441862,142,2,144,0,9,0.20930232558139536
11004725,axel,gehrke,Prof. Dr.,Arnswalde,12.01.1942,22.09.2021,4.0,"['Arzt', 'Hochschullehrer']",19,227,20131,8,20139,0,93,4.894736842105263,2872,14,2886,0,67,3.526315789473684,850,0,850,0,0,0.0,806,3,809,0,1,0.05263157894736842,250,0,250,0,0,0.0,136,0,136,0,1,0.05263157894736842
11004726,stefan,gelbhaar,,Berlin,09.07.1976,,2.0,['Rechtsanwalt'],26,239,31632,4,31636,0,140,5.384615384615385,953,90,1043,0,81,3.1153846153846154,590,1,591,0,0,0.0,698,4,702,0,1,0.038461538461538464,291,1,292,0,0,0.0,372,0,372,0,2,0.07692307692307693
11004727,albrecht,glaser,,Worms,08.01.1942,,4.0,"['Stadtkämmerer a. D.', 'Bürgermeister a. D.']",87,237,20952,41,20993,0,357,4.103448275862069,3002,72,3074,0,265,3.045977011494253,885,2,887,2,14,0.16091954022988506,870,9,879,0,24,0.27586206896551724,258,1,259,0,5,0.05747126436781609,143,0,143,0,8,0.09195402298850575
